   1.3283000000000001e+02	  -3.8000000000000000e-01	   2.0090077324010654e+03	   1.0000000000000000e+00	   3.0000000000000000e+00	   7.6972912708500001e+00	   1.5199999999999999e+01	   1.9000000000000000e+01	   4.4000000000000000e+01	   9.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3347999999999999e+02	  -5.7999999999999996e-01	   2.0090080550767377e+03	   1.0000000000000000e+00	   3.0000000000000000e+00	   7.4002996063099999e+00	   1.8199999999999999e+01	   2.2000000000000000e+01	   3.3000000000000000e+01	   4.4899999999999999e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3266000000000000e+02	  -3.8000000000000000e-01	   2.0090090449771690e+03	   1.0000000000000000e+00	   4.0000000000000000e+00	   5.9614076585199998e+00	   1.2000000000000000e+01	   7.0000000000000000e+00	   1.4000000000000000e+01	   2.3999999999999999e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.3336000000000001e+02	  -6.5000000000000002e-01	   2.0090163023877474e+03	   1.0000000000000000e+00	   6.0000000000000000e+00	   6.0305776356500003e+00	   2.6000000000000000e+01	   2.2000000000000000e+01	   4.8000000000000000e+01	   3.2100000000000001e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.7046000000000001e+02	  -2.2579999999999998e+01	   2.0090392075025368e+03	   1.0000000000000000e+00	   1.5000000000000000e+01	   6.6224175247500003e+00	   2.7100000000000001e+01	   7.0000000000000000e+00	   2.7000000000000000e+01	   2.7800000000000001e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
  -1.7758000000000001e+02	  -3.0059999999999999e+01	   2.0090481962075089e+03	   1.0000000000000000e+00	   1.8000000000000000e+01	   6.4099492622899996e+00	   5.2000000000000000e+01	   1.4000000000000000e+01	   1.1000000000000000e+01	   5.5600000000000001e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.7072000000000000e+02	  -2.2760000000000002e+01	   2.0090497249778032e+03	   1.0000000000000000e+00	   1.9000000000000000e+01	   6.5903381772199996e+00	   1.8899999999999999e+01	   3.0000000000000000e+00	   3.5000000000000000e+01	   2.6899999999999999e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.7071000000000001e+02	  -2.2690000000000001e+01	   2.0090497463533738e+03	   1.0000000000000000e+00	   1.9000000000000000e+01	   6.0347270170099998e+00	   2.4899999999999999e+01	   3.0000000000000000e+00	   4.6000000000000000e+01	   4.1000000000000000e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.7086000000000001e+02	  -2.2760000000000002e+01	   2.0090567519882040e+03	   1.0000000000000000e+00	   2.1000000000000000e+01	   6.1699474412699997e+00	   1.9300000000000001e+01	   1.7000000000000000e+01	   8.0000000000000000e+00	   5.0700000000000003e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
   1.4859999999999999e+02	  -6.3200000000000003e+00	   2.0090590954084221e+03	   1.0000000000000000e+00	   2.2000000000000000e+01	   6.0305776356500003e+00	   5.1700000000000003e+01	   1.3000000000000000e+01	   4.0000000000000000e+01	   3.2799999999999997e+01	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	   0.0000000000000000e+00	
