Best L test valeu	Tempo total de execucao de cada geracao em segundos
-0.0582380125988	107.727141


-0.0431253400073	97.223275


-0.0315086288061	110.514375


-0.0193849252168	107.924945


-0.0108176250366	106.815949


-0.00544410149878	100.185393


-1.54408566436e-05	99.379585


0.0030435008643	102.152243


0.00618351929863	102.219042


0.00940591103852	101.974783


0.0126101198676	102.153717


0.0147539095895	101.128093


0.0161290406414	100.491062


0.0174226448837	95.750305


0.0185589655364	107.04459


0.0188091103004	102.692222


0.0203891328852	98.724825


0.0210550950765	100.22749


0.0213519133348	104.923715


0.0225833892145	103.679291


0.023439720221	105.531635


0.0241177951942	112.05768


0.0241177951942	101.078662


0.024457668507	103.387537


0.0264893466426	96.617212


0.0272459087537	102.388237


0.0289959604472	105.430335


0.0297658506717	100.851883


0.0301912601516	104.026561


0.0301912601516	104.430462


0.0301912601516	107.32642


0.0301912601516	104.232607


0.0301912601516	101.399594


0.0301912601516	104.009373


0.0301912601516	107.29525


0.0301912601516	103.626586


0.03019
-0.63573846395	119.953549


-0.543351987087	125.55217


-0.461892075844	119.787731


-0.39174255638	122.039973


-0.330301381814	125.444039


-0.276609617839	113.194745


-0.231189560571	106.776227


-0.19097928559	108.250918


-0.156143379128	102.034499


-0.124792037908	113.316409


-0.100012369601	113.53809


-0.0775246339863	106.655854


-0.0585805431098	113.073427


-0.0439523047131	111.105256


-0.0302283128015	105.676292


-0.0188721545366	105.558166


-0.0090178387244	111.693039


-0.00282403651102	99.418398


0.0027158931016	111.359854


0.00604270444121	106.457203


0.00912618252443	104.312831


0.0119456752593	99.698661


0.0134497447766	105.961463


0.0149403316478	100.35271


0.0174657214117	110.798418


0.0186240200306	91.362325


0.0201830431198	114.61941


0.0218697138604	105.198086


0.0226178370235	113.004938


0.0226334762307	100.538703


0.0226334762307	104.194278


0.0241513094183	102.845453


0.0251475574274	100.785178


0.0254417328082	100.645414


0.0261027101361	104.954785


0.0276004539789	103.220938


0.0285719334431	95.728091


0.0288101822244	98.257684


0.0289604523218	96.993283


0.0289604523218	97.257666


0.0289604523218	100.175965


0.0289604523218	101.082519


0.0289604523218	113.497348


0.0289604523218	94.091045


0.0289604523218	109.906989


0.0289604523218	98.776837


0.0289604523218	109.047762


0.0289604523218	106.694093


0.0289604523
-0.636137252548	123.260152


-0.544806649582	125.327526


-0.46394713527	110.287579


-0.391233076026	117.409221


-0.329291741773	114.701582


-0.276216080087	126.300639


-0.229313916375	112.320584


-0.187028926979	126.400401


-0.152624122921	117.071392


-0.12225699845	109.562473


-0.0979005723128	112.318744


-0.0755589724894	108.845471


-0.0576343052088	109.302196


-0.0432842094994	102.749774


-0.0307931962167	108.176295


-0.0203393592512	104.322089


-0.0112181748425	103.237635


-0.00479441002526	99.235911


-0.000423913343178	106.700568


0.00242344041068	98.700745


0.00470928374488	109.343138


0.00743642368957	104.016158


0.00970835245464	108.054543


0.0119072946873	107.270243


0.0132701228516	103.713095


0.0147799792791	101.292015


0.0154122070658	109.930135


0.0176561314489	101.13778


0.0190652803648	106.358213


0.0197197101695	106.269503


0.0204463716068	109.602386


0.0212075517253	99.796454


0.0222872923836	106.1812


0.0231065507038	99.409549


0.0238233791331	101.333802


0.0240180808665	109.552276


0.0252370355203	117.744277


0.0266372562806	96.98248


0.0269738888511	109.205883


0.0276402460313	105.195028


0.0280675011894	97.417977


0.0282066885718	102.740935


0.0283302671726	104.050109


0.0283592939362	105.936223


0.0283592939362	103.27322


0.0283592939362	109.639015


0.0283592939362	107.777617


0.0283592939362	110.947959


0.0
-0.635829396912	124.829264


-0.543211767674	121.507375


-0.46108894993	119.385325


-0.390959815662	109.321138


-0.329894935869	119.116304


-0.276868636254	112.936728


-0.231063797257	118.008779


-0.190113732402	113.504746


-0.155842396705	113.209064


-0.12578054486	108.537399


-0.0990354015812	107.660232


-0.0766381615863	109.345163


-0.0579484913948	111.019538


-0.0433084469711	102.091641


-0.0288606044885	119.082715


-0.0181400129467	105.092022


-0.0105120648877	109.271337


-0.00412070934414	101.689643


0.0018999249149	102.720269


0.0067719549229	102.144872


0.0102821699166	108.093002


0.0119502185471	101.965626


0.0141160573132	103.270036


0.015412554573	103.951627


0.0161998747105	108.105579


0.017486574788	105.439344


0.0190608175127	116.666826


0.0197270206695	101.147741


0.0206189321294	107.514883


0.0210810172459	109.791425


0.0219571048003	103.926135


0.0250384277954	103.648159


0.0252378401858	110.67711


0.0253951352448	95.461338


0.0256790761716	103.382056


0.0258617780254	112.164286


0.0259070428821	102.844139


0.0260185306177	101.348218


0.0260185306177	110.571737


0.0260185306177	103.518862


0.0260185306177	104.617228


0.0260185306177	107.813558


0.0260185306177	96.091165


0.0260185306177	105.845689


0.0260185306177	105.411745


0.0260185306177	105.986832


0.0260718494443	100.974646


0.0276744118709	103.767678


0.02
-0.635782209995	132.362392


-0.544851028146	124.044393


-0.464837089757	126.767929


-0.3939698102	120.472209


-0.33021708689	121.097573


-0.276631789438	112.862273


-0.230381022619	118.759835


-0.19019018943	118.179404


-0.154339568447	108.695888


-0.125193859252	114.552234


-0.0993350027226	109.41078


-0.0780330840367	109.374775


-0.0570698560429	115.857542


-0.042685713153	104.385909


-0.0302438853109	108.957146


-0.0206997827183	103.482256


-0.0131209409685	96.086861


-0.00618366800015	106.00631


-0.00142430734373	102.245049


0.00317834517208	106.472607


0.00637733329691	104.180316


0.00861806266291	106.103017


0.00996077484699	102.679256


0.0120694350659	101.171608


0.0133308544741	100.221647


0.0154266417223	101.427973


0.0166393607903	103.891457


0.0173321189582	98.615898


0.0173321189582	104.543387


0.0173321189582	105.467233


0.0178376321524	97.608014


0.0191410377543	100.751984


0.0197262895833	97.369318


0.0201584488887	111.646377


0.0207090612284	104.950601


0.0208135031935	108.339025


0.0208902126017	101.834697


0.0208902126017	102.041515


0.0208902126017	104.830601


0.0208902126017	104.782366


0.0208902126017	104.769648


0.0208902126017	107.3071


0.0208902126017	99.101036


0.0208902126017	105.922296


0.0208902126017	101.781149


0.0208902126017	113.057528


0.0208902126017	102.449158


0.0208902126017	102.813669


0.020
-0.635614028937	128.661041


-0.544476998205	132.830668


-0.462854698212	123.797469


-0.392975537729	121.751387


-0.329425931915	115.76502


-0.275132538649	116.588503


-0.229542505369	115.956801


-0.189533478881	114.679057


-0.155409980296	117.958104


-0.126176662134	114.909263


-0.100259567826	107.668494


-0.0777481501551	112.922134


-0.0605772378398	107.028749


-0.0453466554075	113.802081


-0.0327857618536	116.055767


-0.0222728077272	112.735402


-0.0140343792599	107.895746


-0.00789443479717	109.264609


-0.00391547667839	101.851395


0.000206995845212	100.889781


0.00320738796331	112.276502


0.00673339025155	109.223601


0.00919136226634	107.056088


0.0117907943151	104.853211


0.0127036534293	116.883244


0.0148896670297	105.711352


0.0166938517376	104.114008


0.0183752288643	107.123761


0.0200757448341	109.284285


0.0211065168552	107.818331


0.0216312651722	104.001988


0.0228398446569	108.704161


0.0236384012291	103.253348


0.0238642272711	107.534574


0.0239906720555	105.084693


0.0239906720555	114.565045


0.0239906720555	107.678373


0.0239906720555	105.712495


0.0239906720555	106.543153


0.0239906720555	102.635018


0.0239906720555	107.532147


0.0239906720555	110.969385


0.0239906720555	101.438699


0.0239906720555	111.792432


0.0239906720555	111.34047


0.0241296115283	102.64313


0.0253193782707	110.871187


0.025987577029	114.096921

Best L-test val
-0.635731586243	142.380978


-0.542867795038	127.804532


-0.462487213376	127.768769


-0.393142195302	132.952206


-0.331654174459	122.862921


-0.277227339507	122.913289


-0.230320264996	116.553795


-0.187741448231	113.868528


-0.152711805225	116.771445


-0.123130828033	118.040795


-0.0976134860325	115.546281


-0.0763434205395	111.367554


-0.0585236726966	105.297535


-0.0411310805256	111.601426


-0.0281808379572	109.68566


-0.019122813809	113.133201


-0.0109073157608	113.007728


-0.0040499924511	104.973878


0.00208677568297	113.599768


0.00537712394893	98.358382


0.00824072519807	105.875067


0.0108221247083	107.262096


0.0124156221571	106.680367


0.0155355393359	112.734285


0.0171286833868	113.328227


0.0187537862318	105.365198


0.0196279112356	105.618751


0.0198022758672	118.679105


0.0226970444282	105.503939


0.0232372725705	105.920395


0.0235299059405	99.216395


0.0238175226644	106.355403


0.0240320424157	105.057648


0.0240565290411	106.88706


0.0240565290411	103.187811


0.0240565290411	104.721882


0.0240565290411	105.358369


0.0240565290411	116.115496


0.0240565290411	106.619914


0.0240565290411	110.189119


0.0240565290411	110.573187


0.0241431613685	104.560808


0.0258432898642	105.331498


0.0262342819364	114.396135


0.0263640057938	105.166241


0.0264005540986	106.169529


0.0265040950673	98.706657


0.0265040950673	102.252739


0
-0.635844802967	136.212489


-0.544457743849	130.602744


-0.463675194232	128.416345


-0.393138664565	132.306835


-0.33166802643	123.829249


-0.278877651977	128.170401


-0.23318660408	121.498888


-0.191441277336	121.592763


-0.157022432151	123.440644


-0.127028454805	121.736878


-0.102326346126	128.187625


-0.0795281052503	113.848224


-0.0622194138554	113.095211


-0.0470584260921	115.011646


-0.0351045975893	103.437966


-0.0244642986495	109.753299


-0.0149556738035	114.089174


-0.00542492890691	110.454265


-0.000954737963182	106.269993


0.0022304311203	110.556823


0.00576165357566	111.573871


0.00913728218259	110.622101


0.0112954189821	114.274018


0.0122612165614	108.590184


0.0131587858646	110.06996


0.0140305137342	116.702617


0.0150152968072	116.064647


0.0168823609323	115.200702


0.0175454363471	109.932961


0.0179553767898	115.094378


0.0185993561784	112.309617


0.0195187675716	109.581959


0.0202439407384	110.546984


0.0202702558632	111.519427


0.0218591261017	108.262569


0.0225025046255	112.737103


0.0227855039755	99.616552


0.0228864685047	103.091805


0.0228864685047	113.237776


0.0228864685047	105.760676


0.0228864685047	108.19893


0.0228864685047	116.693346


0.0228864685047	109.142348


0.0228864685047	110.114845


0.0228864685047	111.374533


0.0228864685047	108.075025


0.0228864685047	115.357208


0.0228864685047	109.562271


	


0.027889706423	101.867201


0.027889706423	101.251871


0.027889706423	92.301349


0.027889706423	98.021294


0.027889706423	98.032888


0.027889706423	100.343406


0.027889706423	97.621236


0.027889706423	92.357226


0.027889706423	102.133444


0.027889706423	98.244913


0.027889706423	98.723977


0.027889706423	90.817042


0.027889706423	98.977824


0.027889706423	92.021817


0.027889706423	103.328655


0.027889706423	100.623644


0.027889706423	101.37647


0.027889706423	97.141532


0.027889706423	97.500125


0.027889706423	98.316619


0.027889706423	100.317136


0.027889706423	95.900953


0.027889706423	100.49897


0.027889706423	96.724873


0.027889706423	96.483428


0.027889706423	98.328163


0.0296020613761	101.409559


0.0301850331876	106.009301


0.0314291688872	100.967729


0.0318481350272	99.636471


0.0323568440801	102.661932


0.0325942627758	98.583085


0.0325942627758	108.722967


0.0325942627758	107.751271


0.0325942627758	99.954987


0.0325942627758	99.291302


0.0325942627758	100.691721


0.0325942627758	102.655746


0.0325942627758	102.880352


0.0325942627758	95.839241


0.0325942627758	97.57778


0.0325942627758	99.690308


0.0325942627758	97.192017


0.0325942627758	100.391026


0.0325942627758	106.849255


0.0325942627758	99.133024


0.0325942627758	106.313074


0.0325942627758	104.188901


0.0325942627758	89.57611


0.0325942627758	102.856138


0.0325942627758	91.699472










0.0301912601516	95.23971


0.0301912601516	97.919444


0.0301912601516	97.809938


0.0301912601516	103.079543


0.0301912601516	110.521518


0.0301912601516	98.022477


0.0301912601516	103.712906


0.0301912601516	105.608798


0.0301912601516	99.793524


0.0301912601516	98.78219


0.0301912601516	115.055627


0.0301912601516	97.478294


0.0301912601516	98.174082


0.0301912601516	101.590527


0.0301912601516	97.805819


0.0301912601516	107.348262


0.0301912601516	99.844266


0.0301912601516	101.674846


0.0301912601516	103.548026


0.0301912601516	103.097577


0.0301912601516	105.72739


0.0301912601516	101.006045


0.0301912601516	94.811332


0.0301912601516	101.868391


0.0301912601516	106.699763


0.0301912601516	99.75914


0.0301912601516	98.552577


0.0301912601516	106.824444


0.0301912601516	106.873907


0.0301912601516	99.609357


0.0301912601516	105.984378


0.0301912601516	100.412225


0.0301912601516	100.774165


0.0301912601516	102.967392


0.0301912601516	107.381256


0.0301912601516	112.409122


0.0301912601516	107.629103


0.0301912601516	107.844285


0.0301912601516	102.184429


0.0301912601516	107.762574


0.0301912601516	107.474345


0.0301912601516	104.61949


0.0301912601516	106.870015


0.0301912601516	108.387763


0.0301912601516	106.266579


0.0301912601516	107.835825


0.0301912601516	108.561187


0.0301912601516	106.871653


0.0289604523218	107.797782


0.0289604523218	103.339088


0.0289604523218	104.045187


0.0289604523218	105.49222


0.0289604523218	113.714987


0.0289604523218	101.337915


0.0289604523218	105.866733


0.0289604523218	109.174437


0.0289604523218	103.998848


0.0289604523218	99.852974


0.0289604523218	104.797733


0.0289604523218	99.758124


0.0289604523218	100.025619


0.0289604523218	101.619647


0.0289604523218	102.613681


0.0289604523218	102.286056


0.0289604523218	104.862301


0.0289604523218	105.680268


0.0289604523218	107.530954


0.0289604523218	102.641721


0.0289604523218	103.074873


0.0289604523218	89.064281


0.0289604523218	105.730636


0.0289604523218	102.353098


0.0289604523218	103.345126


0.0289604523218	94.758976


0.0289604523218	99.288459


0.0289604523218	105.335148


0.0289604523218	105.311511


0.0289604523218	100.86617


0.0289604523218	92.024082


0.0289604523218	106.373919


0.0289604523218	98.941542


0.0289604523218	107.240908


0.0289604523218	112.509007


0.0289604523218	98.737728


0.0289604523218	110.217778


0.0289604523218	103.920019


0.0289604523218	101.594695


0.0289604523218	97.209492


0.0289604523218	98.665136


0.0289604523218	107.527149


0.0289604523218	101.167787


0.0289604523218	100.498725


0.0289604523218	100.438836


0.0289604523218	104.043344


0.0289604523218	95.953196


0.0289604523218	108.964266


0.0189256937051	99.482248


0.0189256937051	102.831838


0.0189256937051	106.9687


0.0189256937051	98.571386


0.0189256937051	105.318105


0.0189256937051	94.07059


0.0189256937051	105.07029


0.0189256937051	97.177149


0.0189256937051	99.180234


0.0189256937051	113.118004


0.0189256937051	98.097696


0.0196467833509	108.647862


0.0201458197851	103.344939


0.0208748427653	96.925382


0.0214909173273	112.883695


0.0219367282513	102.879687


0.0219367282513	109.74453


0.0219367282513	101.606893


0.0219367282513	110.808359


0.0219367282513	100.184153


0.0219367282513	105.744829


0.0219367282513	104.760582


0.0219367282513	102.365245


0.0219367282513	103.463087


0.0219367282513	105.368431


0.0219367282513	101.967384


0.0219367282513	100.345868


0.0219367282513	99.884958


0.0219367282513	98.553657


0.0219367282513	106.012651


0.0219367282513	103.386441


0.0219367282513	109.030974


0.0219367282513	104.381636


0.0219367282513	101.85631


0.0219367282513	109.81815


0.0219367282513	95.257001


0.0219367282513	96.548025


0.0219367282513	101.45013


0.0219367282513	109.746876


0.0219367282513	100.481014


0.0219367282513	103.316733


0.0219367282513	102.61489


0.0219367282513	102.34907


0.0219367282513	100.347529


0.0219367282513	107.063922


0.0219367282513	102.862391


0.0219367282513	107.639627


0.0219367282513	106.082401


0.0283592939362	103.550641


0.0283592939362	102.34577


0.0283592939362	109.673858


0.0283592939362	100.173539


0.0283592939362	105.028511


0.0283592939362	107.30873


0.0283592939362	100.498275


0.0283592939362	99.616645


0.0283592939362	109.79755


0.0283592939362	109.451788


0.0283592939362	100.230658


0.0283592939362	105.877067


0.0283592939362	106.772674


0.0283592939362	103.974421


0.0283592939362	98.881059


0.0283592939362	107.343686


0.0283592939362	99.3751


0.0283592939362	107.227899


0.0283592939362	102.292187


0.0283592939362	103.274103


0.0283592939362	107.095257


0.0283592939362	100.5491


0.0283592939362	96.854098


0.0283592939362	105.859135


0.0283592939362	111.931357


0.0283592939362	102.261493


0.0283592939362	92.91373


0.0283592939362	98.807982


0.0283592939362	106.285114


0.0283592939362	105.948262


0.0283592939362	103.376646


0.0283592939362	105.059607


0.0283592939362	103.69853


0.0283592939362	108.553208


0.0283592939362	102.885402


0.0283592939362	107.911939


0.0283592939362	102.206725


0.0283592939362	100.759404


0.0283592939362	106.33464


0.0283592939362	107.086006


0.0283592939362	105.200286


0.0283592939362	98.765868


0.0283592939362	103.561143


0.0283592939362	109.878134


0.0283592939362	105.971245


0.0283592939362	109.938357


0.0283592939362	104.917672


0.0283592939362	108.32322


0.0295581409147	110.829138


0.0304142810846	105.635569


0.0306168224341	109.104247


0.0309651508195	110.135401


0.0311518634609	103.957025


0.0312417178637	104.175227


0.0312417178637	103.383848


0.0312417178637	99.565077


0.0312417178637	112.562843


0.0312417178637	107.130995


0.0312417178637	103.886582


0.0312417178637	103.991959


0.0312417178637	107.743772


0.0312417178637	108.513635


0.0312417178637	107.031727


0.0312417178637	108.763723


0.0312417178637	109.849271


0.0312417178637	110.541548


0.0312417178637	109.8652


0.0312417178637	98.084669


0.0312417178637	105.701915


0.0312417178637	104.690273


0.0312417178637	106.148724


0.0312417178637	107.566673


0.0312417178637	101.666072


0.0312417178637	108.330755


0.0312417178637	106.156746


0.0312417178637	111.067524


0.0312417178637	103.420371


0.0312417178637	114.134486


0.0312417178637	107.486223


0.0312417178637	107.288024


0.0312417178637	104.238225


0.0312417178637	105.258954


0.0312417178637	106.916005


0.0312417178637	105.769204


0.0312417178637	113.33744


0.0312417178637	119.268227


0.0312417178637	105.531369


0.0312417178637	113.638526


0.0312417178637	113.217893


0.0312417178637	102.251206


0.0312417178637	106.789318


0.0312417178637	107.228477


0.0312417178637	101.494924


0.0312417178637	103.912241


0.0312417178637	111.835629


0.0312417178637Tempo total8902126017	98.021388


0.0208902126017	94.245571


0.0208902126017	106.448369


0.0208902126017	98.293621


0.0208902126017	106.497152


0.0221800778544	104.789741


0.0238129406376	95.079883


0.0245680546202	108.493573


0.025162080868	100.750399


0.025162080868	106.236312


0.025162080868	101.000667


0.025162080868	97.878354


0.025162080868	102.445219


0.025162080868	93.376383


0.025162080868	111.04568


0.025162080868	107.093514


0.025162080868	102.570635


0.025162080868	108.863442


0.025162080868	103.833132


0.025162080868	103.784042


0.025162080868	101.278831


0.025162080868	92.78305


0.025162080868	92.009092


0.025162080868	109.81182


0.025162080868	100.828896


0.025162080868	100.928094


0.025162080868	92.912045


0.025162080868	101.605422


0.025162080868	105.795768


0.025162080868	103.040823


0.025162080868	100.221057


0.025162080868	106.227162


0.025162080868	108.310795


0.025162080868	109.53701


0.025162080868	103.983576


0.025162080868	104.953514


0.025162080868	96.771307


0.025162080868	113.582415


0.025162080868	103.694061


0.025162080868	98.227768


0.025162080868	103.519808


0.025162080868	103.800191


0.025162080868	105.29441


0.025162080868	110.20882


0.025162080868	111.363964


0.025162080868	104.404035


0.025162080868	108.746137


0.025162080868	93.806378


0.025162080868	103.643936

	107.836495


0.0301912601516	103.598804


0.0301912601516	101.28951


0.0301912601516	101.26741







 	101.14355


0.0289604523218	106.251151


0.0289604523218	102.070584


0.0289604523218	101.039976







	106.218383


0.0219367282513	100.995298


0.0219367282513	104.014382


0.0219367282513	104.208081







	109.412435


0.0283592939362	111.642198


0.0283592939362	92.002448


0.0283592939362	98.922487







0.025162080868	106.48014


0.025162080868	100.085234


0.025162080868	105.837496







0.0265040950673 110.061681


0.0312417178637	98.819284


0.0312417178637	98.131546


0.0312417178637	110.080265







0.0265465727978	106.724635


0.0266800384255	111.361569


0.0269505505762	104.744904


0.0272619147008	102.36718


0.0275090550961	121.837526


0.0275090550961	111.871085


0.0275090550961	104.361562


0.0275090550961	111.461118


0.0275090550961	107.46023


0.0275090550961	114.149927


0.0275090550961	117.154924


0.0275090550961	101.228858


0.0277143809561	105.553936


0.0302501368979	107.616638


0.0309444167513	109.678934


0.0315430370742	109.837815


0.0317573474503	101.244248


0.0318156091422	115.989041


0.0318156091422	110.70255


0.0318156091422	110.25166


0.0318156091422	109.096636


0.0318156091422	108.071904


0.0318156091422	116.983421


0.0318156091422	108.617383


0.0318156091422	107.732139


0.0318156091422	111.580477


0.0318156091422	103.41239


0.0318156091422	104.655152


0.0318156091422	112.424605


0.0318156091422	111.402603


0.0318156091422	115.776925


0.0318156091422	105.943921


0.0318156091422	103.870511


0.0318156091422	109.83397


0.0318156091422	110.456536


0.0318156091422	112.010471


0.0318156091422	102.85249


0.0318156091422	98.755187


0.0318156091422	102.846117


0.0318156091422	110.824402


0.0318156091422	107.50022


0.0318156091422	108.699828


0.0318156091422	109.617533


0.0318156091422	120.742775


0.0318156091422	108.556077


0.0318156091422	109.542434


0.0318156091422	113.430119


0.0318156091422	108.310745


0.0318156091422 111.581396


0.0265040950673	109.765895


0.0265040950673	113.156409


0.0265040950673	112.835159


0.0265040950673	107.051535


0.0265040950673	107.591373


0.0265040950673	108.95574


0.0265040950673	109.883227


0.0265040950673	114.980749


0.026636945633	110.848787


0.02824520773	114.361366


0.0295751329068	111.841434


0.0298117590131	110.830608


0.0299807564159	109.144692


0.0301401480748	110.665418


0.0301401480748	104.860903


0.0301401480748	107.665465


0.0301401480748	105.601637


0.0301401480748	106.221602


0.0301401480748	105.310449


0.0301401480748	108.340902


0.0301401480748	99.446851


0.0301401480748	101.584804


0.0301401480748	114.025618


0.0301401480748	106.826974


0.0301401480748	115.097767


0.0301401480748	112.099234


0.0301401480748	104.189281


0.0301401480748	110.722633


0.0301401480748	108.728761


0.0301401480748	110.649563


0.0301401480748	113.771222


0.0301401480748	103.607992


0.0301401480748	107.912283


0.0301401480748	102.068075

