

0  	3.69522	-3041.77	-2691.42	-2644.36	29.5732

1  	5.3879 	-2895.54	-2646.9 	-2608.03	16.2889

2  	7.08569	-3171.76	-2614.4 	-2558.35	38.3832

3  	8.71637	-2944.12	-2561.93	-2522.6 	26.7066

4  	10.3723	-3367.06	-2527.86	-2480.55	52.3741

5  	12.0233	-2837.39	-2483.21	-2459.81	19.795 

6  	13.6707	-2784.36	-2462.33	-2445.07	21.0772

7  	15.2673	-2772.26	-2449.21	-2427.23	25.3976

8  	16.9028	-3128.18	-2435.63	-2415.92	55.4698

9  	18.5627	-2566.95	-2418.58	-2399.41	13.8925

10 	20.1909	-2861.12	-2402.87	-2395.93	24.7078

11 	21.8427	-3138.18	-2399.61	-2380.91	37.4104

12 	23.4511	-2623.65	-2382.82	-2364.73	14.6125

13 	25.1056	-2729.78	-2368.4 	-2346.43	24.0573

14 	26.6817	-4505.92	-2352.8 	-2325.04	98.7572

15 	28.3021	-2860.47	-2328.81	-2316.81	29.3548

16 	29.9136	-2883.41	-2319.97	-2309.66	29.5095

17 	31.5084	-2615.19	-2313.29	-2301.5 	22.7129

18 	33.0633	-3038.25	-2305.56	-2292.1 	36.7937

19 	34.6769	-2953.84	-2296.83	-2285.5 	36.9607

20 	36.3064	-2579.12	-2288.87	-2273.15	21.1229

21 	37.9052	-3171.81	-2278.34	-2266.45	45.8301

22 	39.5353	-7538.59	-2283.92	-2257.73	247.566

23 	41.1473	-2604.21	-2262.64	-2253.24	27.8146

24 	42.785 	-2475.39	-2256.76	-2250.64	20.1067

25 	44.4637	-2385.84	-2253.18	-2241.44	13.6858

26 	46.0575	-2374.75	-2244.07	-2235.43	12.5569

27 	47.6271	-2400.06	-2238.85	-2228.78	15.8447

28 	49.2214	-2742.36	-2232.79	-2225.48	32.2775

29 	50.8435	-2334.74	-2226.68	-2219.36	6.78417

30 	52.4307	-2284.02	-2221.04	-2211.34	7.45135

31 	53.9884	-2359.49	-2213.19	-2206.11	11.0428

32 	55.6091	-2703.2 	-2210.81	-2202.24	29.6759

33 	57.1537	-2484.82	-2205.97	-2192.95	23.3899

34 	58.6835	-2315   	-2194.98	-2188.53	9.72793

35 	60.2147	-2816.67	-2193.07	-2178.34	38.859 

36 	61.802 	-2276.91	-2180.01	-2173.12	8.63756

37 	63.3374	-2272.56	-2174.6 	-2167.41	7.52507

38 	64.8513	-2308.15	-2169.44	-2161.69	11.6194

39 	66.4037	-2271.28	-2164.09	-2159.25	11.7876

40 	67.9451	-2275.19	-2161.27	-2154.27	11.2453

41 	69.4589	-2241.77	-2155.56	-2153.62	6.92699

42 	71.0681	-2265.13	-2155.56	-2152.5 	9.93848

43 	72.5981	-2424.11	-2155.23	-2152.32	18.6399

44 	74.049 	-2397.32	-2154.24	-2151.62	13.9796

45 	75.5013	-2346.66	-2153.18	-2148.35	12.0154

46 	77.0418	-2282.91	-2150.49	-2147.57	12.0211

47 	78.4974	-5585.28	-2158.15	-2142.07	164.512

48 	80.022 	-2317.8 	-2144.14	-2141.25	11.0373

49 	81.5294	-2213.84	-2142.19	-2140.16	5.41124

50 	83.0267	-2356.55	-2141.54	-2138.52	10.8532

51 	84.5759	-2225.78	-2140.01	-2138.52	7.31321

52 	85.9964	-2179.59	-2139.74	-2137.48	5.22837

53 	87.4745	-2185.56	-2138.19	-2135.69	4.65005

54 	88.8601	-2684.27	-2140.37	-2134.99	32.0547

55 	90.3453	-2274.95	-2136.48	-2132.76	10.2855

56 	91.7661	-2399.8 	-2134.8 	-2132.44	16.3442

57 	93.2327	-2363.83	-2135.67	-2126.7 	20.6258

58 	94.6793	-2787.26	-2130.01	-2125.18	33.6015

59 	96.0967	-2183.18	-2126.66	-2124.58	6.88684

60 	97.5086	-2225.28	-2126.7 	-2123.08	9.77779

61 	98.9004	-2224   	-2124.31	-2121.44	7.5351 

62 	100.34 	-2241.47	-2123.11	-2120.04	10.2407

63 	101.826	-2174   	-2121.08	-2119.61	5.96531

64 	103.216	-2201.58	-2120.8 	-2119.61	6.32728

65 	104.636	-2285.92	-2122.04	-2117.27	14.4493

66 	106.087	-2165.84	-2118.63	-2115.42	5.91838

67 	107.5  	-2217.54	-2116.98	-2114.72	8.21371

68 	108.889	-2351.36	-2116.79	-2114.03	14.182 

69 	110.324	-2169.16	-2115.15	-2112.93	5.36588

70 	111.752	-2199.38	-2114.68	-2112.93	8.69272

71 	113.154	-2491.9 	-2115.29	-2112.22	21.3476

72 	114.581	-2181.25	-2113.37	-2112.22	5.94451

73 	116.016	-2238.28	-2113.49	-2111.65	7.60335

74 	117.455	-2308.29	-2113.63	-2111.35	11.8411

75 	118.81 	-2248.08	-2113.22	-2110.3 	10.344 

76 	120.211	-2211.79	-2111.29	-2108.78	6.40044

77 	121.612	-2191.72	-2110.1 	-2108.28	6.40579

78 	122.981	-2190.31	-2109.29	-2108.28	5.78755

79 	124.331	-2148.02	-2109.05	-2107.79	3.49982

80 	125.723	-2302.42	-2109.85	-2106.61	13.7169

81 	127.156	-2217.04	-2107.51	-2106.14	6.01313

82 	128.546	-2162.74	-2107.02	-2105.44	5.1585 

83 	129.869	-2161.49	-2106.82	-2105.31	5.73348

84 	131.278	-2167.38	-2106.17	-2104.14	5.13872

85 	132.654	-2372.29	-2107.64	-2102.74	21.9507

86 	134.029	-2202.13	-2104.11	-2102.1 	7.74253

87 	135.346	-2432.7 	-2104.31	-2101.2 	19.004 

88 	136.725	-2181.45	-2102.18	-2100.57	5.5155 

89 	138.074	-2143.58	-2101.75	-2100.27	4.63923

90 	139.466	-2189.58	-2101.68	-2100.18	6.65207

91 	140.8  	-2182.3 	-2101.47	-2100.18	6.46186

92 	142.137	-2177.68	-2101.11	-2098.99	5.37759

93 	143.457	-2172.03	-2100.32	-2098.99	5.86457

94 	144.823	-2184.51	-2100.09	-2098.35	5.92615

95 	146.125	-2167.31	-2099.6 	-2098.06	6.11138

96 	147.492	-2135.85	-2098.85	-2097.84	3.63512

97 	148.769	-2204.03	-2099.39	-2097.84	9.18393

98 	150.102	-2133.61	-2098.81	-2096.8 	4.27827

99 	151.418	-2158.08	-2098.35	-2095.7 	6.29034

0  	155.273	-7527.35	-2868.94	-2791.73	219.455

1  	156.966	-3960.34	-2799.08	-2697.96	67.2979

2  	158.654	-6801.3 	-2717.77	-2671.84	213.814

3  	160.343	-3183.02	-2675.56	-2632.87	30.9306

4  	161.964	-4440.95	-2643.39	-2600.16	95.0917

5  	163.614	-5001.92	-2610.13	-2559.89	114.87 

6  	165.249	-2969.5 	-2566.26	-2528.85	38.5661

7  	166.887	-8901.14	-2549.34	-2519.45	304.783

8  	168.577	-3216.76	-2525.71	-2500.25	48.1525

9  	170.236	-2739.81	-2503.57	-2488.86	18.1323

10 	171.859	-3456.07	-2495.45	-2476.97	49.4755

11 	173.495	-2684.55	-2480.28	-2450.39	18.1377

12 	175.129	-2852.15	-2455.48	-2447.46	30.3351

13 	176.727	-2622.66	-2450.47	-2430.22	17.4632

14 	178.398	-2656.83	-2433.94	-2417.63	21.2912

15 	179.99 	-2634.9 	-2421.37	-2385   	21.2618

16 	181.592	-3365.11	-2391.05	-2372.33	54.2814

17 	183.24 	-2528.77	-2375.06	-2363.67	14.9484

18 	184.85 	-2553.95	-2366.32	-2353.69	14.9339

19 	186.446	-3069.44	-2358.43	-2327.01	36.3233

20 	188.034	-2646.9 	-2331.07	-2324.31	24.4132

21 	189.657	-2977.99	-2329.66	-2315.14	36.2875

22 	191.228	-2711.3 	-2319.3 	-2308.73	26.2902

23 	192.795	-2898.26	-2314.22	-2295.5 	40.3305

24 	194.346	-2520.28	-2298.72	-2287.73	17.6025

25 	195.884	-2569.62	-2290.98	-2285.25	18.462 

26 	197.516	-2623.95	-2288.26	-2275.04	22.5111

27 	199.114	-2695.97	-2278.41	-2270.96	23.5976

28 	200.755	-2388.03	-2273.43	-2267.36	11.9146

29 	202.343	-2357.42	-2268.94	-2264.46	7.86486

30 	203.935	-2338.57	-2266.33	-2260.14	7.641  

31 	205.52 	-2419.14	-2262.14	-2255.49	11.2337

32 	207.134	-2463.31	-2258.58	-2251.64	17.5811

33 	208.716	-2380.51	-2254.13	-2247.11	11.8074

34 	210.275	-2357.05	-2249.48	-2240.94	11.2886

35 	211.858	-2541.48	-2243.9 	-2233.83	20.2405

36 	213.396	-2417.74	-2236.25	-2228.69	14.2241

37 	214.984	-2535.83	-2233.36	-2225.2 	26.459 

38 	216.525	-2376.97	-2227.87	-2221.97	15.0572

39 	218.077	-2582.07	-2227.24	-2215.63	29.9554

40 	219.638	-2549.64	-2218.84	-2208.47	22.1142

41 	221.135	-2310.54	-2209.98	-2203.99	9.2734 

42 	222.637	-2416.51	-2206.85	-2200.63	14.5591

43 	224.124	-2836.46	-2204.21	-2198.19	31.31  

44 	225.7  	-2253.9 	-2199.29	-2194.67	5.06609

45 	227.186	-2795.41	-2198.27	-2189.26	31.617 

46 	228.698	-2320.07	-2190.86	-2184.96	10.039 

47 	230.239	-2390.74	-2187.05	-2182.09	11.6853

48 	231.788	-2502.5 	-2184.52	-2178   	17.6303

49 	233.306	-2350.3 	-2180.44	-2174.71	13.6046

50 	234.766	-2372.26	-2177.49	-2172.3 	16.8489

51 	236.285	-2638.18	-2175.81	-2168.26	25.3935

52 	237.806	-2937.44	-2171.45	-2167.06	36.8769

53 	239.307	-2529.68	-2169.15	-2164.68	18.1428

54 	240.795	-2286.94	-2166.48	-2161.87	9.4371 

55 	242.298	-2339.63	-2163.84	-2160.52	12.3747

56 	243.831	-2337.78	-2162.46	-2159.02	11.1122

57 	245.427	-2473.05	-2161.77	-2155.07	19.5305

58 	246.912	-3062.03	-2159.35	-2155.07	46.4036

59 	248.403	-2221.52	-2156.13	-2149.99	5.37492

60 	249.941	-2468.25	-2153.89	-2149.99	22.3738

61 	251.414	-2278.16	-2151.14	-2149.04	7.83516

62 	252.844	-2452.6 	-2151.8 	-2146.18	20.1586

63 	254.29 	-2412.97	-2149.36	-2144.18	19.9635

64 	255.768	-2260.68	-2146.47	-2143.1 	11.0998

65 	257.207	-2363.46	-2146.15	-2142.41	15.0987

66 	258.621	-2647.59	-2146.39	-2139.66	31.5555

67 	260.05 	-2261.29	-2141.41	-2136.79	9.63559

68 	261.49 	-5113.75	-2150.41	-2135.22	174.23 

69 	262.935	-2263.16	-2136.7 	-2132.42	8.03465

70 	264.386	-2394.57	-2135.06	-2131.23	16.4517

71 	265.824	-2204.58	-2132.64	-2128.15	6.89204

72 	267.267	-2213.63	-2129.56	-2126.66	7.57666

73 	268.703	-2287.06	-2129.53	-2124.74	15.304 

74 	270.145	-2211.1 	-2126.11	-2122.09	7.00922

